,timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
40,2015-01-05 16:00:00,1192,10.0,8.5,,13.0,3.0,0.0,0.0,3.0
41,2015-01-05 17:00:00,2761,9.5,7.5,73.5,12.0,3.0,0.0,0.0,
42,2015-01-05 18:00:00,2389,9.5,7.5,69.0,,3.0,0.0,0.0,3.0
43,2015-01-05 19:00:00,1274,9.0,6.5,,14.0,3.0,0.0,0.0,3.0
44,2015-01-05 20:00:00,696,9.0,7.0,71.0,14.0,3.0,,0.0,3.0
45,2015-01-05 21:00:00,411,9.0,7.0,71.0,11.0,3.0,0.0,,3.0
46,2015-01-05 22:00:00,324,9.0,7.5,71.0,10.0,4.0,0.0,0.0,
47,2015-01-05 23:00:00,192,,7.5,73.5,8.0,4.0,0.0,0.0,3.0
48,2015-01-06 00:00:00,91,8.0,6.5,76.0,8.0,,0.0,0.0,3.0
49,2015-01-06 01:00:00,73,8.0,,76.0,8.0,4.0,0.0,0.0,3.0
50,2015-01-06 02:00:00,33,8.0,6.0,76.0,11.0,4.0,,0.0,3.0
51,2015-01-06 03:00:00,19,8.0,5.5,76.0,14.0,,0.0,0.0,3.0
52,2015-01-06 04:00:00,40,8.5,6.5,73.5,11.0,,0.0,0.0,3.0
53,2015-01-06 05:00:00,74,8.0,5.5,82.0,14.0,4.0,0.0,0.0,
54,2015-01-06 06:00:00,530,8.0,,84.5,15.0,3.0,0.0,0.0,3.0
55,2015-01-06 07:00:00,1715,9.0,7.0,82.0,13.0,3.0,,0.0,3.0
56,2015-01-06 08:00:00,3534,9.0,7.0,82.0,12.0,7.0,0.0,0.0,
57,2015-01-06 09:00:00,1573,9.0,6.5,87.0,16.0,,0.0,0.0,3.0
58,2015-01-06 10:00:00,635,10.0,7.5,88.0,19.5,3.0,0.0,0.0,
59,2015-01-06 11:00:00,550,10.0,8.0,88.0,18.0,3.0,0.0,,3.0
60,2015-01-06 12:00:00,395,,11.0,85.0,19.0,7.0,0.0,0.0,3.0
61,2015-01-06 13:00:00,426,9.5,6.0,84.5,27.5,,0.0,0.0,3.0
62,2015-01-06 14:00:00,579,9.0,6.0,71.0,26.0,3.0,0.0,0.0,
63,2015-01-06 15:00:00,718,8.0,4.5,,23.0,2.0,0.0,0.0,3.0
64,2015-01-06 16:00:00,1184,8.0,5.0,68.5,19.5,2.0,0.0,,3.0
65,2015-01-06 17:00:00,2662,7.5,4.0,71.0,22.0,1.0,,0.0,3.0
66,2015-01-06 18:00:00,2610,,4.0,71.0,17.5,1.0,0.0,0.0,3.0
67,2015-01-06 19:00:00,1402,6.0,3.0,76.0,,1.0,0.0,0.0,3.0
68,2015-01-06 20:00:00,720,5.5,2.5,78.5,,1.0,0.0,0.0,3.0
69,2015-01-06 21:00:00,494,5.0,2.0,81.0,15.0,,0.0,0.0,3.0
70,2015-01-06 22:00:00,344,4.5,1.5,81.0,13.0,,0.0,0.0,3.0
71,2015-01-06 23:00:00,212,4.0,1.0,84.0,,1.0,0.0,0.0,3.0
72,2015-01-07 00:00:00,102,4.0,1.0,81.0,,1.0,0.0,0.0,3.0
73,2015-01-07 01:00:00,60,4.0,1.0,81.0,11.0,1.0,0.0,,3.0
74,2015-01-07 02:00:00,33,,1.5,81.0,10.0,1.0,0.0,0.0,3.0
75,2015-01-07 03:00:00,26,3.5,1.0,84.0,9.0,,0.0,0.0,3.0
76,2015-01-07 04:00:00,33,4.0,,81.0,10.0,2.0,0.0,0.0,3.0
77,2015-01-07 05:00:00,80,4.0,2.0,,9.0,1.0,0.0,0.0,3.0
78,2015-01-07 06:00:00,526,5.0,2.5,81.0,10.0,1.0,0.0,0.0,
79,2015-01-07 07:00:00,1757,5.5,2.5,81.0,13.0,1.0,,0.0,3.0
80,2015-01-07 08:00:00,3618,6.5,,81.0,15.0,2.0,0.0,0.0,3.0
81,2015-01-07 09:00:00,1714,8.0,5.0,76.0,,3.0,0.0,0.0,3.0
82,2015-01-07 10:00:00,763,8.0,,82.0,19.5,2.0,0.0,0.0,3.0
83,2015-01-07 11:00:00,690,9.0,,76.0,21.0,2.0,0.0,0.0,3.0
84,2015-01-07 12:00:00,913,,5.5,76.0,27.0,2.0,0.0,0.0,3.0
85,2015-01-07 13:00:00,982,9.5,6.0,71.5,28.0,2.0,0.0,0.0,
86,2015-01-07 14:00:00,783,10.0,6.5,62.0,28.5,2.0,,0.0,3.0
87,2015-01-07 15:00:00,794,9.0,6.0,68.5,25.0,2.0,0.0,0.0,
88,2015-01-07 16:00:00,1171,9.0,6.0,,25.0,3.0,0.0,0.0,3.0
89,2015-01-07 17:00:00,2647,9.5,6.5,71.5,24.0,3.0,0.0,,3.0
90,2015-01-07 18:00:00,2579,10.0,7.0,71.0,30.0,3.0,0.0,0.0,
91,2015-01-07 20:00:00,657,,6.5,79.0,30.5,3.0,0.0,0.0,3.0
92,2015-01-07 21:00:00,516,10.0,7.0,82.0,27.0,7.0,0.0,0.0,
93,2015-01-07 22:00:00,414,10.0,7.0,82.0,27.0,,0.0,0.0,3.0
94,2015-01-07 23:00:00,206,10.0,,85.0,24.0,7.0,0.0,0.0,3.0
95,2015-01-08 00:00:00,123,11.0,11.0,82.0,26.0,4.0,0.0,0.0,
96,2015-01-08 01:00:00,56,11.5,11.5,,24.0,3.0,0.0,0.0,3.0
97,2015-01-08 02:00:00,51,12.0,12.0,82.0,25.0,3.0,0.0,,3.0
98,2015-01-08 03:00:00,33,12.0,,85.0,22.0,3.0,0.0,0.0,3.0
99,2015-01-08 04:00:00,32,12.0,,88.0,20.5,7.0,0.0,0.0,3.0
100,2015-01-08 05:00:00,87,12.0,12.0,80.0,20.5,7.0,,0.0,3.0
101,2015-01-08 06:00:00,511,11.5,,74.5,17.0,3.0,0.0,0.0,3.0
102,2015-01-08 07:00:00,982,10.5,9.5,82.5,,7.0,0.0,0.0,3.0
103,2015-01-08 08:00:00,1228,,7.5,87.5,14.0,7.0,0.0,0.0,3.0
104,2015-01-08 09:00:00,573,9.0,7.0,87.0,13.0,,0.0,0.0,3.0
105,2015-01-08 10:00:00,185,9.0,7.0,87.0,,7.0,0.0,0.0,3.0
106,2015-01-08 11:00:00,193,9.0,6.0,82.0,20.5,7.0,,0.0,3.0
107,2015-01-08 12:00:00,522,9.0,6.5,84.5,17.0,,0.0,0.0,3.0
108,2015-01-08 13:00:00,672,9.0,5.5,79.0,27.0,,0.0,0.0,3.0
109,2015-01-08 14:00:00,761,10.0,,71.0,22.0,2.0,0.0,0.0,3.0
110,2015-01-08 15:00:00,781,9.0,6.0,71.0,22.0,2.0,0.0,0.0,
111,2015-01-08 16:00:00,1212,9.0,6.0,,19.5,2.0,0.0,0.0,3.0
112,2015-01-08 17:00:00,2351,,6.0,76.0,22.0,2.0,0.0,0.0,3.0
113,2015-01-08 18:00:00,2110,,5.5,73.5,22.5,1.0,0.0,0.0,3.0
114,2015-01-08 19:00:00,1239,8.0,5.0,,20.5,1.0,0.0,0.0,3.0
115,2015-01-08 20:00:00,752,8.0,,76.0,17.0,1.0,0.0,0.0,3.0
116,2015-01-08 21:00:00,457,8.0,4.5,,20.5,1.0,0.0,0.0,3.0
117,2015-01-08 22:00:00,423,8.5,5.5,,21.0,1.0,0.0,0.0,3.0
118,2015-01-08 23:00:00,267,9.0,5.5,76.0,27.0,2.0,0.0,0.0,
119,2015-01-09 00:00:00,147,10.0,7.0,71.0,28.0,2.0,0.0,,3.0
120,2015-01-09 01:00:00,60,10.0,7.0,,30.0,7.0,0.0,0.0,3.0
121,2015-01-09 02:00:00,65,10.0,6.5,79.0,,7.0,0.0,0.0,3.0
122,2015-01-09 03:00:00,42,11.0,11.0,79.5,29.0,3.0,0.0,,3.0
123,2015-01-09 04:00:00,47,11.0,11.0,85.0,33.0,,0.0,0.0,3.0
124,2015-01-09 05:00:00,85,11.5,,85.0,33.0,3.0,0.0,0.0,3.0
125,2015-01-09 06:00:00,441,12.0,,82.0,32.5,3.0,0.0,0.0,3.0
126,2015-01-09 07:00:00,1593,12.0,12.0,82.0,,3.0,0.0,0.0,3.0
127,2015-01-09 08:00:00,3505,12.0,12.0,79.5,,2.0,0.0,0.0,3.0
128,2015-01-09 09:00:00,1768,12.0,12.0,74.5,30.0,,0.0,0.0,3.0
129,2015-01-09 10:00:00,799,12.5,12.5,69.5,29.5,,0.0,0.0,3.0
130,2015-01-09 11:00:00,806,13.0,13.0,,28.0,1.0,0.0,0.0,3.0
131,2015-01-09 12:00:00,1052,13.0,13.0,67.0,26.0,1.0,0.0,,3.0
132,2015-01-09 13:00:00,1078,13.0,13.0,63.0,30.0,1.0,0.0,,3.0
133,2015-01-09 14:00:00,976,13.0,13.0,63.0,26.0,2.0,0.0,,3.0
134,2015-01-09 15:00:00,912,13.5,13.5,,33.5,7.0,0.0,0.0,3.0
135,2015-01-09 16:00:00,1229,,13.0,79.5,37.0,7.0,0.0,0.0,3.0
136,2015-01-09 17:00:00,2409,,13.5,85.0,35.0,7.0,0.0,0.0,3.0
137,2015-01-09 18:00:00,1983,15.0,15.0,82.0,36.0,7.0,0.0,0.0,
138,2015-01-09 19:00:00,1094,15.5,15.5,,41.0,7.0,0.0,0.0,3.0
139,2015-01-09 20:00:00,686,15.0,15.0,72.0,44.0,,0.0,0.0,3.0
140,2015-01-09 21:00:00,443,15.0,15.0,68.0,41.0,3.0,0.0,,3.0
141,2015-01-09 22:00:00,464,15.0,15.0,68.0,40.0,3.0,0.0,0.0,
142,2015-01-09 23:00:00,420,14.0,14.0,,41.5,4.0,0.0,0.0,3.0
143,2015-01-10 00:00:00,392,14.0,14.0,77.0,,4.0,0.0,1.0,3.0
144,2015-01-10 01:00:00,277,14.0,14.0,77.0,40.0,4.0,,1.0,3.0
145,2015-01-10 02:00:00,189,14.0,14.0,72.0,40.5,,0.0,1.0,3.0
146,2015-01-10 03:00:00,153,13.0,13.0,77.0,41.0,3.0,,1.0,3.0
147,2015-01-10 04:00:00,90,13.0,13.0,77.0,,3.0,0.0,1.0,3.0
148,2015-01-10 05:00:00,52,13.0,13.0,77.0,35.0,3.0,0.0,,3.0
149,2015-01-10 06:00:00,69,13.0,13.0,82.0,35.0,,0.0,1.0,3.0
150,2015-01-10 07:00:00,143,13.0,13.0,,35.0,3.0,0.0,1.0,3.0
151,2015-01-10 08:00:00,321,14.0,14.0,74.5,,3.0,0.0,1.0,3.0
152,2015-01-10 09:00:00,619,14.0,14.0,77.0,48.0,3.0,0.0,1.0,
153,2015-01-10 10:00:00,757,14.0,14.0,,41.0,7.0,0.0,1.0,3.0
154,2015-01-10 11:00:00,800,11.5,11.5,67.5,42.5,3.0,0.0,,3.0
155,2015-01-10 12:00:00,1191,11.5,,58.0,41.5,2.0,0.0,1.0,3.0
156,2015-01-10 13:00:00,1395,10.5,8.5,,38.0,3.0,0.0,1.0,3.0
157,2015-01-10 14:00:00,1358,9.0,4.5,54.0,,3.0,0.0,1.0,3.0
158,2015-01-10 15:00:00,1436,9.0,5.0,48.0,35.0,2.0,0.0,1.0,
159,2015-01-10 16:00:00,1270,,4.0,51.5,27.0,1.0,0.0,1.0,3.0
160,2015-01-10 17:00:00,1054,8.0,4.0,,29.0,2.0,0.0,1.0,3.0
161,2015-01-10 18:00:00,849,7.0,3.0,,26.0,1.0,0.0,1.0,3.0
162,2015-01-10 19:00:00,720,6.0,,57.0,26.0,1.0,0.0,1.0,3.0
163,2015-01-10 20:00:00,556,6.0,2.0,57.0,25.0,1.0,0.0,1.0,
164,2015-01-10 21:00:00,349,6.0,2.0,57.0,,1.0,0.0,1.0,3.0
165,2015-01-10 22:00:00,335,5.0,1.0,66.0,20.0,1.0,0.0,,3.0
166,2015-01-10 23:00:00,334,5.0,1.0,66.0,19.5,,0.0,1.0,3.0
167,2015-01-11 00:00:00,360,4.5,0.5,72.5,22.0,1.0,0.0,,3.0
168,2015-01-11 01:00:00,255,4.0,-0.5,75.0,22.0,1.0,0.0,,3.0
169,2015-01-11 02:00:00,198,4.0,-0.5,75.0,,1.0,0.0,1.0,3.0
170,2015-01-11 03:00:00,135,4.0,-1.0,75.0,27.0,2.0,,1.0,3.0
171,2015-01-11 04:00:00,74,4.0,-1.0,72.5,28.0,1.0,0.0,,3.0
172,2015-01-11 05:00:00,57,4.0,-1.0,,27.0,1.0,0.0,1.0,3.0
173,2015-01-11 06:00:00,67,4.5,0.0,68.0,24.0,1.0,,1.0,3.0
174,2015-01-11 07:00:00,93,5.0,,66.0,24.0,1.0,0.0,1.0,3.0
175,2015-01-11 08:00:00,241,,0.0,66.0,29.5,1.0,0.0,1.0,3.0
176,2015-01-11 09:00:00,538,5.5,0.5,63.5,29.0,1.0,0.0,1.0,
177,2015-01-11 10:00:00,922,6.5,2.0,61.0,30.0,,0.0,1.0,3.0
178,2015-01-11 11:00:00,1248,7.5,3.5,59.0,27.0,,0.0,1.0,3.0
179,2015-01-11 12:00:00,1555,8.5,4.5,55.5,,1.0,0.0,1.0,3.0
180,2015-01-11 13:00:00,1813,9.0,5.0,,28.0,2.0,0.0,1.0,3.0
181,2015-01-11 14:00:00,1639,9.0,5.0,60.0,28.0,2.0,0.0,1.0,
182,2015-01-11 15:00:00,1464,,5.0,64.0,26.0,3.0,0.0,1.0,3.0
183,2015-01-11 16:00:00,1097,8.0,4.5,66.0,23.0,3.0,,1.0,3.0
184,2015-01-11 17:00:00,827,8.0,5.0,,20.5,7.0,0.0,1.0,3.0
185,2015-01-11 18:00:00,519,8.0,4.0,73.5,25.0,7.0,,1.0,3.0
186,2015-01-11 19:00:00,493,,4.0,73.5,24.0,3.0,0.0,1.0,3.0
187,2015-01-11 20:00:00,315,8.0,4.5,71.0,26.0,7.0,0.0,1.0,
188,2015-01-11 21:00:00,260,8.0,4.0,,30.0,7.0,0.0,1.0,3.0
189,2015-01-11 22:00:00,237,9.0,5.0,66.0,37.0,,0.0,1.0,3.0
190,2015-01-11 23:00:00,168,,5.0,71.0,30.5,3.0,0.0,1.0,3.0
191,2015-01-12 00:00:00,117,9.0,5.0,68.5,29.0,2.0,,0.0,3.0
192,2015-01-12 01:00:00,45,10.0,6.0,60.0,34.0,4.0,0.0,,3.0
193,2015-01-12 02:00:00,29,10.0,7.0,64.5,30.0,4.0,,0.0,3.0
194,2015-01-12 03:00:00,36,10.0,6.5,67.0,30.5,3.0,0.0,,3.0
195,2015-01-12 04:00:00,26,10.0,6.5,67.0,,3.0,0.0,0.0,3.0
196,2015-01-12 05:00:00,86,10.0,6.0,67.0,,3.0,0.0,0.0,3.0
197,2015-01-12 06:00:00,433,,6.0,73.5,31.0,7.0,0.0,0.0,3.0
198,2015-01-12 07:00:00,1541,10.0,7.0,76.0,30.0,,0.0,0.0,3.0
199,2015-01-12 08:00:00,3418,10.0,6.0,76.0,31.0,3.0,,0.0,3.0
200,2015-01-12 09:00:00,1832,11.5,11.5,67.0,32.5,,0.0,0.0,3.0
201,2015-01-12 10:00:00,723,12.0,,67.0,33.0,3.0,0.0,0.0,3.0
202,2015-01-12 11:00:00,654,12.0,12.0,74.5,39.0,3.0,,0.0,3.0
203,2015-01-12 12:00:00,700,12.0,12.0,,29.5,3.0,0.0,0.0,3.0
204,2015-01-12 13:00:00,631,12.0,12.0,79.5,29.5,3.0,,0.0,3.0
205,2015-01-12 14:00:00,520,12.5,12.5,77.0,,7.0,0.0,0.0,3.0
206,2015-01-12 15:00:00,374,12.0,12.0,82.0,25.0,7.0,,0.0,3.0
207,2015-01-12 16:00:00,669,12.0,12.0,82.0,,7.0,0.0,0.0,3.0
208,2015-01-12 17:00:00,1510,11.5,11.5,,22.0,7.0,0.0,0.0,3.0
209,2015-01-12 18:00:00,1186,11.0,11.0,94.0,,7.0,0.0,0.0,3.0
210,2015-01-12 19:00:00,1136,11.5,11.5,85.0,22.0,7.0,0.0,0.0,
211,2015-01-12 20:00:00,753,12.0,12.0,82.0,20.0,4.0,,0.0,3.0
212,2015-01-12 21:00:00,510,12.0,12.0,85.0,,7.0,0.0,0.0,3.0
213,2015-01-12 22:00:00,184,12.0,12.0,,21.0,7.0,0.0,0.0,3.0
214,2015-01-12 23:00:00,86,12.0,12.0,88.0,23.0,7.0,,0.0,3.0
215,2015-01-13 00:00:00,64,12.0,12.0,88.0,25.0,,0.0,0.0,3.0
216,2015-01-13 01:00:00,29,,12.0,88.0,30.0,7.0,0.0,0.0,3.0
217,2015-01-13 02:00:00,21,11.5,11.5,88.0,24.5,7.0,,0.0,3.0
218,2015-01-13 03:00:00,13,,11.0,85.0,19.0,7.0,0.0,0.0,3.0
219,2015-01-13 04:00:00,33,11.0,11.0,82.0,,7.0,0.0,0.0,3.0
220,2015-01-13 05:00:00,113,,9.0,79.5,21.0,7.0,0.0,0.0,3.0
221,2015-01-13 06:00:00,600,10.0,7.5,82.0,20.5,2.0,0.0,,3.0
222,2015-01-13 07:00:00,1584,,6.5,79.0,21.0,7.0,0.0,0.0,3.0
223,2015-01-13 08:00:00,3960,,6.5,71.0,16.0,2.0,0.0,0.0,3.0
224,2015-01-13 09:00:00,2090,9.0,6.0,71.0,,2.0,0.0,0.0,3.0
225,2015-01-13 10:00:00,960,9.0,6.5,71.0,17.5,1.0,0.0,,3.0
226,2015-01-13 11:00:00,866,9.0,,68.5,18.0,2.0,0.0,0.0,3.0
227,2015-01-13 12:00:00,1019,9.5,6.5,64.0,20.5,7.0,,0.0,3.0
228,2015-01-13 13:00:00,719,9.0,5.5,73.5,27.5,7.0,0.0,0.0,
229,2015-01-13 14:00:00,811,8.5,4.5,,29.0,7.0,0.0,0.0,3.0
230,2015-01-13 15:00:00,883,8.0,4.5,73.5,21.5,2.0,,0.0,3.0
231,2015-01-13 16:00:00,1391,7.5,4.0,68.5,23.0,2.0,0.0,0.0,
232,2015-01-13 17:00:00,2886,7.0,,71.0,22.0,2.0,0.0,0.0,3.0
233,2015-01-13 18:00:00,2659,7.0,4.5,71.0,14.0,7.0,0.0,,3.0
234,2015-01-13 19:00:00,1548,6.0,2.5,76.0,19.5,7.0,0.0,,3.0
235,2015-01-13 20:00:00,947,5.5,1.5,76.0,,2.0,0.0,0.0,3.0
236,2015-01-13 21:00:00,660,5.0,1.0,76.0,,2.0,0.0,0.0,3.0
237,2015-01-13 22:00:00,501,5.0,2.0,,17.0,1.0,0.0,0.0,3.0
238,2015-01-13 23:00:00,340,5.0,,70.0,19.5,1.0,0.0,0.0,3.0
239,2015-01-14 00:00:00,168,,0.5,66.0,26.0,1.0,0.0,0.0,3.0
240,2015-01-14 01:00:00,79,5.0,0.0,66.0,30.0,1.0,0.0,0.0,
241,2015-01-14 02:00:00,60,5.0,0.5,66.0,24.0,1.0,0.0,,3.0
242,2015-01-14 03:00:00,54,4.5,,72.5,21.0,1.0,0.0,0.0,3.0
243,2015-01-14 04:00:00,44,4.5,1.5,72.5,,1.0,0.0,0.0,3.0
244,2015-01-14 05:00:00,93,5.0,1.5,70.0,17.5,,0.0,0.0,3.0
245,2015-01-14 06:00:00,560,5.0,1.0,70.0,23.0,3.0,0.0,,3.0
246,2015-01-14 07:00:00,1820,4.5,-1.0,68.0,,2.0,0.0,0.0,3.0
247,2015-01-14 08:00:00,3904,4.0,-1.0,,26.0,2.0,0.0,0.0,3.0
248,2015-01-14 09:00:00,2064,4.5,-0.5,68.0,29.0,2.0,0.0,0.0,
249,2015-01-14 10:00:00,841,5.0,0.0,70.0,30.5,2.0,,0.0,3.0
250,2015-01-14 11:00:00,732,,1.0,65.5,27.0,2.0,0.0,0.0,3.0
251,2015-01-14 12:00:00,1013,6.5,2.5,59.0,27.0,2.0,,0.0,3.0
252,2015-01-14 13:00:00,1066,7.0,,57.0,24.0,2.0,0.0,0.0,3.0
253,2015-01-14 14:00:00,913,7.0,3.5,55.0,22.0,,0.0,0.0,3.0
254,2015-01-14 15:00:00,969,,4.0,55.0,18.0,1.0,0.0,0.0,3.0
255,2015-01-14 16:00:00,1365,7.0,4.5,59.0,16.0,,0.0,0.0,3.0
256,2015-01-14 17:00:00,2638,7.5,4.5,64.0,16.0,,0.0,0.0,3.0
257,2015-01-14 18:00:00,1974,8.0,,71.0,21.5,2.0,0.0,0.0,3.0
258,2015-01-14 19:00:00,1254,,5.5,71.0,27.0,3.0,0.0,0.0,3.0
259,2015-01-14 20:00:00,885,10.0,6.0,69.0,31.0,3.0,0.0,0.0,
260,2015-01-14 21:00:00,537,10.0,,71.0,38.0,7.0,0.0,0.0,3.0
261,2015-01-14 22:00:00,344,9.5,,76.5,39.0,7.0,0.0,0.0,3.0
262,2015-01-14 23:00:00,188,10.0,6.0,,40.0,26.0,0.0,0.0,3.0
263,2015-01-15 00:00:00,91,10.0,6.0,82.0,,7.0,0.0,0.0,3.0
264,2015-01-15 01:00:00,66,11.0,11.0,79.5,40.0,26.0,0.0,0.0,
265,2015-01-15 02:00:00,25,11.0,11.0,82.0,44.5,,0.0,0.0,3.0
266,2015-01-15 03:00:00,23,11.5,11.5,79.5,45.0,7.0,0.0,0.0,
267,2015-01-15 04:00:00,23,11.0,11.0,77.0,37.0,26.0,0.0,0.0,
268,2015-01-15 05:00:00,62,,6.5,79.0,31.5,7.0,0.0,0.0,3.0
269,2015-01-15 06:00:00,481,9.5,5.5,73.5,,7.0,0.0,0.0,3.0
270,2015-01-15 07:00:00,1692,9.0,6.0,,23.0,2.0,0.0,0.0,3.0
271,2015-01-15 08:00:00,3673,9.0,,66.0,21.0,1.0,0.0,0.0,3.0
272,2015-01-15 09:00:00,1941,9.0,,73.5,19.5,2.0,0.0,0.0,3.0
273,2015-01-15 10:00:00,844,9.0,6.0,76.0,,2.0,0.0,0.0,3.0
274,2015-01-15 11:00:00,729,9.0,6.0,66.0,26.0,2.0,0.0,,3.0
275,2015-01-15 12:00:00,835,8.5,5.0,71.0,25.0,7.0,,0.0,3.0
276,2015-01-15 13:00:00,1005,9.0,5.0,64.0,32.5,2.0,,0.0,3.0
277,2015-01-15 14:00:00,828,9.0,5.0,60.0,30.5,2.0,0.0,0.0,
278,2015-01-15 15:00:00,912,9.0,5.0,52.0,36.0,2.0,,0.0,3.0
279,2015-01-15 16:00:00,1249,8.0,4.0,53.0,29.0,2.0,,0.0,3.0
280,2015-01-15 17:00:00,2524,7.5,3.5,55.0,29.5,2.0,0.0,,3.0
281,2015-01-15 18:00:00,2480,7.0,3.0,57.0,29.5,2.0,,0.0,3.0
282,2015-01-15 19:00:00,1353,8.0,4.0,51.5,29.5,2.0,0.0,0.0,
283,2015-01-15 20:00:00,810,,2.0,51.0,34.0,2.0,0.0,0.0,3.0
284,2015-01-15 21:00:00,591,6.5,1.5,57.0,32.0,1.0,0.0,,3.0
285,2015-01-15 22:00:00,430,,1.5,59.0,33.0,2.0,0.0,0.0,3.0
286,2015-01-15 23:00:00,301,7.0,3.0,57.0,29.5,,0.0,0.0,3.0
287,2015-01-16 00:00:00,208,,3.0,53.0,31.0,1.0,0.0,0.0,3.0
288,2015-01-16 01:00:00,117,7.0,3.0,53.0,27.5,1.0,,0.0,3.0
289,2015-01-16 02:00:00,71,,2.5,59.0,22.0,1.0,0.0,0.0,3.0
290,2015-01-16 03:00:00,59,6.5,2.5,59.0,25.0,1.0,,0.0,3.0
291,2015-01-16 04:00:00,46,6.5,3.0,55.0,20.5,1.0,,0.0,3.0
292,2015-01-16 05:00:00,88,6.5,3.0,,20.5,1.0,0.0,0.0,3.0
293,2015-01-16 06:00:00,471,7.0,4.0,55.0,18.5,1.0,,0.0,3.0
294,2015-01-16 07:00:00,1648,,4.5,59.0,15.0,7.0,0.0,0.0,3.0
295,2015-01-16 08:00:00,3546,7.0,4.5,61.0,15.0,3.0,,0.0,3.0
296,2015-01-16 09:00:00,1980,6.0,3.0,71.0,13.0,,0.0,0.0,3.0
297,2015-01-16 10:00:00,878,6.5,3.5,,17.0,2.0,0.0,0.0,3.0
298,2015-01-16 11:00:00,795,6.0,,76.0,19.5,2.0,0.0,0.0,3.0
299,2015-01-16 12:00:00,994,,3.0,73.5,17.0,2.0,0.0,0.0,3.0
